 ,Area,Mean,Min,Max
1,59.853,147.416,0,179
2,59.004,137.554,0,188
3,51.288,136.532,0,184
4,61.794,146.660,0,198
5,63.488,147.492,0,193
6,61.006,143.911,13,190
7,60.079,156.788,0,201
8,62.632,138.131,0,197
