 ,Area,Mean,Min,Max
1,89.907,161.341,0,242
2,77.673,163.482,0,244
3,82.862,157.050,0,239
4,93.005,162.476,0,239
5,93.005,158.232,0,238
6,93.005,164.559,0,241
7,90.241,164.595,0,235
8,107.123,175.511,0,238
