Image Name,Channel,Name,Signal,Total,Area,Bkgnd.,Type
0000388_01,800,00001,3770,42770,600,65,Signal
0000388_01,800,00002,2078,42278,600,67,Signal
0000388_01,800,00003,2568,43968,600,69,Signal
0000388_01,800,00004,2748,46548,600,73,Signal
0000388_01,800,00005,5099,51299,600,77,Signal
0000388_01,800,00006,6879,55479,600,81,Signal
