Image Name,Channel,Name,Signal,Total,Area,Bkgnd.,Type
0000392_01,700,00001,2112235,2211311,799,124,Signal
0000392_01,700,00002,1875848,1958944,799,104,Signal
0000392_01,700,00003,1803859,1890151,799,108,Signal
0000392_01,700,00004,1566137,1646037,799,100,Signal
0000392_01,700,00005,1956737,2042230,799,107,Signal
0000392_01,700,00006,2395599,2490680,799,119,Signal
