Image Name,Channel,Name,Signal,Total,Area,Bkgnd.,Type
0000391_01,700,00001,1721572,1831282,954,115,Signal
0000391_01,700,00002,1240212,1346106,954,111,Signal
0000391_01,700,00003,1656712,1766422,954,115,Signal
0000391_01,700,00004,1651394,1753472,954,107,Signal
0000391_01,700,00005,1717461,1826217,954,114,Signal
0000391_01,700,00006,2153446,2279374,954,132,Signal
