Image Name,Channel,Name,Signal,Total,Area,Bkgnd.,Type
0000380_01,800,00001,523486,621236,850,115,Signal
0000380_01,800,00002,568294,669444,850,119,Signal
0000380_01,800,00003,571587,677837,850,125,Signal
0000380_01,800,00004,672204,789504,850,138,Signal
0000380_01,800,00005,700641,812841,850,132,Signal
0000380_01,800,00006,728587,845037,850,137,Signal
