Image Name,Channel,Name,Signal,Total,Area,Bkgnd.,Type
0000379_01,700,00001,38970,139330,520,193,Signal
0000379_01,700,00002,39711,129151,520,172,Signal
0000379_01,700,00003,39754,121394,520,157,Signal
0000379_01,700,00004,45234,121154,520,146,Signal
0000379_01,700,00005,20386,93186,520,140,Signal
0000379_01,700,00006,3917,78797,520,144,Signal
